filename,CWE_Target,RQ4_Description,Best_Matching_CWE_ID,Best_Matching_CWE_Text,Cosine_Similarity,Top_Matches,Correct_Match,Top3_Match_Correct,Top5_Match_Correct
dirty_function_29.py,22,"CWE-ID: CWE-22
Description: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')",22,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.7730888,"[{'CWE-ID': 22, 'Full_Text': ""CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory."", 'Similarity': np.float32(0.7730888)}, {'CWE-ID': 26, 'Full_Text': 'CWE-26 Path Traversal: \'/dir/../filename\' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/dir/../filename"" sequences that can resolve to a location that is outside of that directory.', 'Similarity': np.float32(0.7424853)}, {'CWE-ID': 30, 'Full_Text': ""CWE-30 Path Traversal: '\\dir\\..\\filename' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\\dir\\..\\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7360145)}, {'CWE-ID': 34, 'Full_Text': ""CWE-34 Path Traversal: '....//' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '....//' (doubled dot dot slash) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7294691)}, {'CWE-ID': 35, 'Full_Text': ""CWE-35 Path Traversal: '.../...//' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '.../...//' (doubled triple dot slash) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7250978)}]",True,True,True
dirty_function_30.py,20,"CWE-ID: CWE-20
Description: Invalid Input",172,"CWE-172 Encoding Error The product does not properly encode or decode the data, resulting in unexpected values.",0.63183033,"[{'CWE-ID': 172, 'Full_Text': 'CWE-172 Encoding Error The product does not properly encode or decode the data, resulting in unexpected values.', 'Similarity': np.float32(0.63183033)}, {'CWE-ID': 20, 'Full_Text': 'CWE-20 Improper Input Validation The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly.', 'Similarity': np.float32(0.61677516)}, {'CWE-ID': 177, 'Full_Text': 'CWE-177 Improper Handling of URL Encoding (Hex Encoding) The product does not properly handle when all or part of an input has been URL encoded.', 'Similarity': np.float32(0.596908)}, {'CWE-ID': 1078, 'Full_Text': 'CWE-1078 Inappropriate Source Code Style or Formatting The source code does not follow desired style or formatting for indentation, white space, comments, etc.', 'Similarity': np.float32(0.5956507)}, {'CWE-ID': 1287, 'Full_Text': 'CWE-1287 Improper Validation of Specified Type of Input The product receives input that is expected to be of a certain type, but it does not validate or incorrectly validates that the input is actually of the expected type.', 'Similarity': np.float32(0.5895479)}]",False,True,True
dirty_function_31.py,209,"CWE-ID: CWE-209
Description: Information Exposure Through an Error Message",210,CWE-210 Self-generated Error Message Containing Sensitive Information The product identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.,0.80026317,"[{'CWE-ID': 210, 'Full_Text': 'CWE-210 Self-generated Error Message Containing Sensitive Information The product identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.', 'Similarity': np.float32(0.80026317)}, {'CWE-ID': 209, 'Full_Text': 'CWE-209 Generation of Error Message Containing Sensitive Information The product generates an error message that includes sensitive information about its environment, users, or associated data.', 'Similarity': np.float32(0.79024136)}, {'CWE-ID': 211, 'Full_Text': 'CWE-211 Externally-Generated Error Message Containing Sensitive Information The product performs an operation that triggers an external diagnostic or error message that is not directly generated or controlled by the product, such as an error generated by the programming language interpreter that a software application uses. The error can contain sensitive system information.', 'Similarity': np.float32(0.75198734)}, {'CWE-ID': 550, 'Full_Text': 'CWE-550 Server-generated Error Message Containing Sensitive Information Certain conditions, such as network failure, will cause a server error message to be displayed.', 'Similarity': np.float32(0.7067647)}, {'CWE-ID': 392, 'Full_Text': 'CWE-392 Missing Report of Error Condition The product encounters an error but does not provide a status code or return value to indicate that an error has occurred.', 'Similarity': np.float32(0.6820576)}]",False,True,True
dirty_function_32.py,345,"CWE-ID: CWE-345
Description: Insufficient Verification of Data Authenticity",345,"CWE-345 Insufficient Verification of Data Authenticity The product does not sufficiently verify the origin or authenticity of data, in a way that causes it to accept invalid data.",0.81696,"[{'CWE-ID': 345, 'Full_Text': 'CWE-345 Insufficient Verification of Data Authenticity The product does not sufficiently verify the origin or authenticity of data, in a way that causes it to accept invalid data.', 'Similarity': np.float32(0.81696)}, {'CWE-ID': 346, 'Full_Text': 'CWE-346 Origin Validation Error The product does not properly verify that the source of data or communication is valid.', 'Similarity': np.float32(0.79283845)}, {'CWE-ID': 347, 'Full_Text': 'CWE-347 Improper Verification of Cryptographic Signature The product does not verify, or incorrectly verifies, the cryptographic signature for data.', 'Similarity': np.float32(0.709908)}, {'CWE-ID': 283, 'Full_Text': 'CWE-283 Unverified Ownership The product does not properly verify that a critical resource is owned by the proper entity.', 'Similarity': np.float32(0.68092895)}, {'CWE-ID': 353, 'Full_Text': 'CWE-353 Missing Support for Integrity Check The product uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.', 'Similarity': np.float32(0.67434925)}]",True,True,True
dirty_function_33.py,330,"CWE-ID: CWE-330
Description: Use of Insufficiently Random Values - The function uses a pseudorandom number generator that is not cryptographically secure, making it vulnerable to token prediction attacks.",330,CWE-330 Use of Insufficiently Random Values The product uses insufficiently random numbers or values in a security context that depends on unpredictable numbers.,0.6415902,"[{'CWE-ID': 330, 'Full_Text': 'CWE-330 Use of Insufficiently Random Values The product uses insufficiently random numbers or values in a security context that depends on unpredictable numbers.', 'Similarity': np.float32(0.6415902)}, {'CWE-ID': 1270, 'Full_Text': 'CWE-1270 Generation of Incorrect Security Tokens The product implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens generated in the system are incorrect.', 'Similarity': np.float32(0.6300039)}, {'CWE-ID': 327, 'Full_Text': 'CWE-327 Use of a Broken or Risky Cryptographic Algorithm The product uses a broken or risky cryptographic algorithm or protocol.', 'Similarity': np.float32(0.61920965)}, {'CWE-ID': 648, 'Full_Text': 'CWE-648 Incorrect Use of Privileged APIs The product does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.', 'Similarity': np.float32(0.60693514)}, {'CWE-ID': 303, 'Full_Text': 'CWE-303 Incorrect Implementation of Authentication Algorithm The requirements for the product dictate the use of an established authentication algorithm, but the implementation of the algorithm is incorrect.', 'Similarity': np.float32(0.6048136)}]",True,True,True
dirty_function_34.py,209,"CWE-ID: CWE-209
Description: Information Exposure Through an Error Message",210,CWE-210 Self-generated Error Message Containing Sensitive Information The product identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.,0.80026317,"[{'CWE-ID': 210, 'Full_Text': 'CWE-210 Self-generated Error Message Containing Sensitive Information The product identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.', 'Similarity': np.float32(0.80026317)}, {'CWE-ID': 209, 'Full_Text': 'CWE-209 Generation of Error Message Containing Sensitive Information The product generates an error message that includes sensitive information about its environment, users, or associated data.', 'Similarity': np.float32(0.79024136)}, {'CWE-ID': 211, 'Full_Text': 'CWE-211 Externally-Generated Error Message Containing Sensitive Information The product performs an operation that triggers an external diagnostic or error message that is not directly generated or controlled by the product, such as an error generated by the programming language interpreter that a software application uses. The error can contain sensitive system information.', 'Similarity': np.float32(0.75198734)}, {'CWE-ID': 550, 'Full_Text': 'CWE-550 Server-generated Error Message Containing Sensitive Information Certain conditions, such as network failure, will cause a server error message to be displayed.', 'Similarity': np.float32(0.7067647)}, {'CWE-ID': 392, 'Full_Text': 'CWE-392 Missing Report of Error Condition The product encounters an error but does not provide a status code or return value to indicate that an error has occurred.', 'Similarity': np.float32(0.6820576)}]",False,True,True
dirty_function_35.py,276,"CWE-ID: CWE-276
Description: Incorrect Default Permissions 

This function is vulnerable to incorrect default permissions, which can lead to unauthorized access or modification of sensitive configuration data. By not explicitly defining secure file permissions, the file may be accessible or modifiable by unintended users or processes, depending on the system's default umask.",732,CWE-732 Incorrect Permission Assignment for Critical Resource The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,0.7037591,"[{'CWE-ID': 732, 'Full_Text': 'CWE-732 Incorrect Permission Assignment for Critical Resource The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.', 'Similarity': np.float32(0.7037591)}, {'CWE-ID': 560, 'Full_Text': 'CWE-560 Use of umask() with chmod-style Argument The product calls umask() with an incorrect argument that is specified as if it is an argument to chmod().', 'Similarity': np.float32(0.67244786)}, {'CWE-ID': 378, 'Full_Text': 'CWE-378 Creation of Temporary File With Insecure Permissions Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.', 'Similarity': np.float32(0.66372454)}, {'CWE-ID': 279, 'Full_Text': 'CWE-279 Incorrect Execution-Assigned Permissions While it is executing, the product sets the permissions of an object in a way that violates the intended permissions that have been specified by the user.', 'Similarity': np.float32(0.6591707)}, {'CWE-ID': 1188, 'Full_Text': 'CWE-1188 Insecure Default Initialization of Resource The product initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure.', 'Similarity': np.float32(0.6532501)}]",False,False,False
dirty_function_36.py,614,"CWE-ID: CWE-614
Description: Sensitive Data Exposure - The function sets a session cookie without the Secure flag, making it vulnerable to interception or manipulation when transmitted over unencrypted HTTP connections.",315,CWE-315 Cleartext Storage of Sensitive Information in a Cookie The product stores sensitive information in cleartext in a cookie.,0.71012825,"[{'CWE-ID': 315, 'Full_Text': 'CWE-315 Cleartext Storage of Sensitive Information in a Cookie The product stores sensitive information in cleartext in a cookie.', 'Similarity': np.float32(0.71012825)}, {'CWE-ID': 539, 'Full_Text': 'CWE-539 Use of Persistent Cookies Containing Sensitive Information The web application uses persistent cookies, but the cookies contain sensitive information.', 'Similarity': np.float32(0.70038)}, {'CWE-ID': 1004, 'Full_Text': ""CWE-1004 Sensitive Cookie Without 'HttpOnly' Flag The product uses a cookie to store sensitive information, but the cookie is not marked with the HttpOnly flag."", 'Similarity': np.float32(0.68426245)}, {'CWE-ID': 614, 'Full_Text': ""CWE-614 Sensitive Cookie in HTTPS Session Without 'Secure' Attribute The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session."", 'Similarity': np.float32(0.65955377)}, {'CWE-ID': 565, 'Full_Text': 'CWE-565 Reliance on Cookies without Validation and Integrity Checking The product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.', 'Similarity': np.float32(0.64962405)}]",False,False,True
dirty_function_37.py,201,"CWE-ID: CWE-201
Description: Information Exposure Through Sent Response",201,"CWE-201 Insertion of Sensitive Information Into Sent Data The code transmits data to another actor, but a portion of the data includes sensitive information that should not be accessible to that actor.",0.62440425,"[{'CWE-ID': 201, 'Full_Text': 'CWE-201 Insertion of Sensitive Information Into Sent Data The code transmits data to another actor, but a portion of the data includes sensitive information that should not be accessible to that actor.', 'Similarity': np.float32(0.62440425)}, {'CWE-ID': 200, 'Full_Text': 'CWE-200 Exposure of Sensitive Information to an Unauthorized Actor The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.', 'Similarity': np.float32(0.6095218)}, {'CWE-ID': 210, 'Full_Text': 'CWE-210 Self-generated Error Message Containing Sensitive Information The product identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.', 'Similarity': np.float32(0.60651696)}, {'CWE-ID': 209, 'Full_Text': 'CWE-209 Generation of Error Message Containing Sensitive Information The product generates an error message that includes sensitive information about its environment, users, or associated data.', 'Similarity': np.float32(0.605703)}, {'CWE-ID': 319, 'Full_Text': 'CWE-319 Cleartext Transmission of Sensitive Information The product transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.', 'Similarity': np.float32(0.5856193)}]",True,True,True
dirty_function_38.py,377,"CWE-ID: CWE-377
Description: Insecure Temporary File",377,CWE-377 Insecure Temporary File Creating and using insecure temporary files can leave application and system data vulnerable to attack.,0.75571585,"[{'CWE-ID': 377, 'Full_Text': 'CWE-377 Insecure Temporary File Creating and using insecure temporary files can leave application and system data vulnerable to attack.', 'Similarity': np.float32(0.75571585)}, {'CWE-ID': 378, 'Full_Text': 'CWE-378 Creation of Temporary File With Insecure Permissions Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.', 'Similarity': np.float32(0.6426021)}, {'CWE-ID': 506, 'Full_Text': 'CWE-506 Embedded Malicious Code The product contains code that appears to be malicious in nature.', 'Similarity': np.float32(0.63072443)}, {'CWE-ID': 732, 'Full_Text': 'CWE-732 Incorrect Permission Assignment for Critical Resource The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.', 'Similarity': np.float32(0.6291226)}, {'CWE-ID': 379, 'Full_Text': ""CWE-379 Creation of Temporary File in Directory with Insecure Permissions The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file."", 'Similarity': np.float32(0.6180099)}]",True,True,True
dirty_function_39.py,256,"CWE-ID: CWE-256
Description: Plaintext Storage of Sensitive Information - The software stores sensitive information, such as passwords, in plaintext, making it easily accessible to unauthorized actors.",317,CWE-317 Cleartext Storage of Sensitive Information in GUI The product stores sensitive information in cleartext within the GUI.,0.7778936,"[{'CWE-ID': 317, 'Full_Text': 'CWE-317 Cleartext Storage of Sensitive Information in GUI The product stores sensitive information in cleartext within the GUI.', 'Similarity': np.float32(0.7778936)}, {'CWE-ID': 318, 'Full_Text': 'CWE-318 Cleartext Storage of Sensitive Information in Executable The product stores sensitive information in cleartext in an executable.', 'Similarity': np.float32(0.7762042)}, {'CWE-ID': 312, 'Full_Text': 'CWE-312 Cleartext Storage of Sensitive Information The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.', 'Similarity': np.float32(0.7670352)}, {'CWE-ID': 316, 'Full_Text': 'CWE-316 Cleartext Storage of Sensitive Information in Memory The product stores sensitive information in cleartext in memory.', 'Similarity': np.float32(0.75973725)}, {'CWE-ID': 922, 'Full_Text': 'CWE-922 Insecure Storage of Sensitive Information The product stores sensitive information without properly limiting read or write access by unauthorized actors.', 'Similarity': np.float32(0.75696975)}]",False,False,False
dirty_function_40.py,1108,"CWE-ID: CWE-1108
Description: Excessive Use of Legacy Functionality - The function uses a deprecated FTP library, which may contain unpatched vulnerabilities or lack modern security features, making it vulnerable to known exploits.",220,"CWE-220 Storage of File With Sensitive Data Under FTP Root The product stores sensitive data under the FTP server root with insufficient access control, which might make it accessible to untrusted parties.",0.59130704,"[{'CWE-ID': 220, 'Full_Text': 'CWE-220 Storage of File With Sensitive Data Under FTP Root The product stores sensitive data under the FTP server root with insufficient access control, which might make it accessible to untrusted parties.', 'Similarity': np.float32(0.59130704)}, {'CWE-ID': 477, 'Full_Text': 'CWE-477 Use of Obsolete Function The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained.', 'Similarity': np.float32(0.4911608)}, {'CWE-ID': 434, 'Full_Text': ""CWE-434 Unrestricted Upload of File with Dangerous Type The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment."", 'Similarity': np.float32(0.4776633)}, {'CWE-ID': 769, 'Full_Text': 'CWE-769 DEPRECATED: Uncontrolled File Descriptor Consumption This entry has been deprecated because it was a duplicate of CWE-774. All content has been transferred to CWE-774.', 'Similarity': np.float32(0.47486964)}, {'CWE-ID': 31, 'Full_Text': ""CWE-31 Path Traversal: 'dir\\..\\..\\filename' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize 'dir\\..\\..\\filename' (multiple internal backslash dot dot) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.47068453)}]",False,False,False
